airline_sentiment,text
negative,@USAirways how do I get thru on hold 3 hours 5 minutes . Is this normal ? My call is lost
negative,@USAirways I really feel like your company needs evaluate their policies &amp; realize that transfers should be possible for tickets
neutral,@JetBlue Airways Sees Significant Decline in Short Interest (JBLU) - WKRB News http://t.co/lZFGUTxIYN
neutral,"@AmericanAir Would have had to fly real far south, huh? #WinterWeather #Brrr"
negative,@americanair thanks for no fresh food on my cross country flight and for making my connection so close No time to eat. TPA-DFW-LAX
neutral,@SouthwestAir may want to direct that to the people at @FurryFiesta tok
negative,@SouthwestAir  3 flights yesterday; no treats but nuts and pretzels. Also no origami in the magazine. New policies? #OldPoliciesWayBetter
negative,@USAirways understood and so does us airways.  Getting through tsa is the problem
negative,@United landed in den on time stuck waiting for gate for 30 min. Maybe an update would be a good idea capt?
neutral,@SouthwestAir any idea on flights to Nashville tomorrow being clear or Cancelled Flightled
negative,@USAirways denied me standby bc of checked bag in cvg 5163 to Phl @ 6..so I had to take delayed 3751 4 hrs Late Flightr...except u lost bag in cvg
neutral,"@JetBlue may I check my 17-month-old child's fold-up crib for free on my flight tomorrow, similar to your policy for infant car seats?"
negative,@SouthwestAir I'm getting leathery from the heat on 4251 before I even get to Vegas....
negative,@USAirways This is the last time I use your airline. I promise that!
positive,@united thanks for all the help! Totally appreciate it and you made it super easy too
negative,@USAirways @stephenrodrick Your team needs to build capacity
neutral,@united what's the status of flight 1008 Bogotá-Houston?
negative,"@USAirways Handled on the phone. Unfortunately it wiped out an entire trip, which is why I'm so displeased."
neutral,@USAirways I am a UK citizen. Is there a UK number I could try?
negative,@USAirways why are your customer service department so intent on ignoring my emails and queries? #badservice #usairways
negative,@AmericanAir ok makes no sense tho Since you'll give me a free upgrade to first.
positive,@JetBlue Will do. Thanks!
positive,@AmericanAir Aww Thanks AA..DFW was on GMA up here this AM..so i understand ..Btw A.A is my Airline when im able to trv..Love you guys.:)
neutral,@SouthwestAir live in Atlanta but cant enroll in your Atlanta companion promotion. Error every time. Can you help? Also sent email. Thanks!
positive,"@SouthwestAir 2/22-MDW 2 SAN flt 1687 attendant Melissa was awesome! Fast, smiling, great. After weather Cancelled Flight day b4, it was welcome"
positive,@JetBlue I'll see you on board again soon!
neutral,@united follow back and I'll give you the details.
negative,"@united do you teach your gate agents 2 lie? Or do they just learn on their own? There was overhead space for my bag,  didn't have to check"
neutral,@united what time does check in open for flight no UA80 from Manchester to Newark today ?
neutral,@united how about 3659 YUL-ORD?
negative,@SouthwestAir baggage claim has already changed 2x...most recent had 3 bags come out and then stop...claim team has no idea what's going on
negative,@USAirways - almost 2 hrs 30 mins on hold - any idea how much longer?
negative,@SouthwestAir almost an hour on hold for swa is inexcusable #hiremorepeople
positive,"@SouthwestAir I'm excited too, but perhaps you could scale your excitement back by a few weeks..."
negative,@united i have items of sentimental value that I'm heartbroken are missing
neutral,@United should find a way to distinguish boarding of premier members and credit card holders. Group 2 is too big!
neutral,@SouthwestAir safety back in Dallas!
neutral,"@SouthwestAir unveils 4 new #flights, including 2 from #Ohio http://t.co/grkBj7bxlk"
negative,@united leadership counts. landed at 11:15 last night-deplaned at 12:40. 45 minutes of that was waiting for the jetway. Inexcusable
negative,"@USAirways tell them to get on that, please."
negative,@USAirways is it ok for a flight attendant to talk nasty about passengers while they go get drinks by the restroom? I was shocked listening
negative,"@united Unfortunately had a bad experience flying with you on Saturday. Inpolite crew, bad delays."
negative,"@JetBlue NOT A HAPPY CUSTOMER. We've waited patiently, not to mention $150 and six months of marathon training, we need 2 be there tmrw."
negative,@USAirways Thanks for Cancelled Flighting my flight tomorrow and not reFlight Booking Problems me on another one. #usairwaysfail
neutral,@VirginAmerica please contact me about portfolio left on flight VX 27 from JFK to SFO tonite seat 7AM. Need it returned. Call 914-329-0185.
negative,"@USAirways grades for this trip:

Flight timeliness: 👎✈️
Cancelled Flightations: 👎😬
Customer Service: 👎😡
Flight attendants: 😊👏"
positive,@VirginAmerica Congrats on winning the @Travelzoo award for Best Deals from an Airline (US) http://t.co/kj1iljaebV
neutral,@SouthwestAir How many tickets are left?
negative,"@united this is in ur Hemispheres magazine. I'm open to what will u do to make the ""flight more pleasant."" http://t.co/VrQDpqEPFW"
negative,@AmericanAir this might look good but the pita is inedible. Last year delicious shrimp cocktail. This year garbage http://t.co/Sotl8XQsrp
negative,@AmericanAir AND they Cancelled Flighted my flight and left me with no help to find a hotel to stay in. I slept in an airport for a night-_-
neutral,@JetBlue and ask she load the bag for my flight
positive,@united I left my comment with customer care. Thanks for contacting me.
negative,@USAirways I been on hold with U for 40mins wasting my time and $ &amp; I don't appreciate it #WheresTheCustomerServiceAt http://t.co/phI2IfNjIT
positive,@JetBlue Thanks for the complimentary upgrade to first.  You are the best!
negative,"@SouthwestAir your website has now reverted my 1st flight to only a 5-minute delay. But it's changed, so is that reliable information?"
negative,@united I already follow you. One of you 800-number agents rebooked me. Went from a 777 to an a320. Ugh.
negative,"@USAirways @AmericanAir me after arriving at 8:41am for a flight scheduled to depart at 8:57am. doors closed, no agents"
negative,"@usairways If I could/wanted to call I wouldn't use the internet to make a reservation.

Site won't work on Chrome, on several computers."
positive,Yes!! Thanks so much!!! 💜“@united: @whitterbug We see you spoke with our Reservations team and they've reinstated the flight. Thanks. ^EY”
negative,"“@JetBlue: Our fleet's on fleek. http://t.co/Lv9HwQDK9A”

Can't fly you anymore, we had a good run ✌️"
neutral,@JetBlue What's your current checked bag price policy?  I fly this coming week and couldn't find anything definitive.
negative,@USAirways NEVER AGAIN! Worse experience in my life. http://t.co/3dDQq0gQni
negative,.@united Your airline is again rated the WORST in America so you've got your work cut out for you. It's bc you treat customers like garbage.
negative,@USAirways in line for 90 min after mechanical issues caused me to miss my flight. 1 rep for 20 upset people. http://t.co/XFWXsRwkHa
positive,@united thanks we'll be in touch!
negative,@united I'm rebooked. Getting home 4 hours Late Flightr then planned. What are the chances I'll ever see my bag again? #unhappytraveler
negative,"@SouthwestAir 2 1/2 hours Late Flight, but I made it to sf! Maybe you can help me get on an earlier flight on Sunday :)"
positive,Why “@JetBlue: Our fleet's on fleek. http://t.co/a7NvbJ8ipx”
negative,"@usairways yep, sent my bag to Philadelphia instead of Miami...I caught it...then was told my flight changed to tomorrow, wrong again #fail"
neutral,@united the person is currently bettween gates 71A and 73 in LAX
negative,"@JetBlue Been dealing with a Cancelled Flightled flight since last night &amp; was booked to a 6:15 flight,wouldve at least liked to see Ella perform lol"
neutral,@united When will direct flights from Belfast Intl to Newark resume from their winter break? Thanks.
negative,@SouthwestAir your checkin system is #poor
negative,@USAirways How the heck does one get the Internet desk to authorize a waiver? Would that involved being on hold for another hour?
negative,@united this is despicable I spoke to  many diff people &amp; everyone is telling me something different I have a claim no. I need my bag now
negative,"@AmericanAir That's ok...You may keep my $25 and lose my bag with no info, but you no longer have my trust. Bad way to handle this."
positive,@SouthwestAir It was the usually excellent SWA flight!
negative,@SouthwestAir what does relay concerns really mean &amp; how/why do u keep letting people on flights with bags larger than u state are allowabl?
negative,.@SouthwestAir  I finally hung up after 2 hours and was not able to get the flight I needed. #stuckintampa 😞
neutral,@JetBlue is it true there's a new A320 livery and a new website...?!
positive,@AmericanAir btw you guys should consider making a lounge at Austin Intl. airport! Very popuLate Flightd area! Will help the company for sure👌
